customer_id,first_name,last_name,email,signup_date,region,acquisition_cahnnel,is_active
643,Sage,Martinez,sage.martinez1471@realemail.com,2020-10-19,EU,Email,false
644,Logan,Brown,logan.brown8833@realemail.com,2021-05-07,AU,Direct,false
645,Taylor,Johnson,taylor.johnson6601@realemail.com,2023-11-11,US,Direct,false
646,Kai,Taylor,kai.taylor1216@realemail.com,2022-09-13,AU,Organic Search,false
647,Jamie,Jones,jamie.jones6527@realemail.com,2021-07-19,CA,Email,true
648,Skyler,Miller,skyler.miller6369@realemail.com,2022-12-13,IN,Organic Search,true
649,Riley,Gonzalez,riley.gonzalez0802@realemail.com,2024-05-17,UK,Direct,true
650,Logan,Jones,logan.jones1479@realemail.com,2022-04-29,AU,Email,true
651,Casey,Jackson,casey.jackson1230@realemail.com,2021-10-06,US,Influencer,true
652,Elliot,Brown,elliot.brown7055@realemail.com,2021-05-16,US,Email,true
653,Morgan,Williams,morgan.williams1923@realemail.com,2023-06-30,EU,Organic Search,true
654,Logan,Jackson,logan.jackson2154@realemail.com,2024-12-30,UK,Influencer,false
655,Jesse,Anderson,jesse.anderson8247@realemail.com,2024-08-11,EU,Influencer,false
656,Jesse,Hernandez,jesse.hernandez8231@realemail.com,2024-08-20,UK,Influencer,true
657,Sam,Johnson,sam.johnson8588@realemail.com,2023-09-24,EU,Referral,true
658,Jordan,Wilson,jordan.wilson0903@realemail.com,2020-05-03,UK,Organic Search,true
659,Quinn,Taylor,quinn.taylor3564@realemail.com,2021-06-03,US,Influencer,true
660,Hayden,Brown,hayden.brown2871@realemail.com,2022-12-13,IN,Direct,true
661,Morgan,Smith,morgan.smith4748@realemail.com,2020-08-10,IN,Direct,true
662,Sage,Johnson,sage.johnson3481@realemail.com,2023-03-09,UK,Organic Search,false
663,Quinn,Hernandez,quinn.hernandez1642@realemail.com,2023-07-15,UK,Referral,false
664,Riley,Smith,riley.smith8685@realemail.com,2023-12-20,CA,Paid Social,true
665,Taylor,Garcia,taylor.garcia7862@realemail.com,2023-04-28,IN,Referral,true
666,Casey,Wilson,casey.wilson1270@realemail.com,2023-02-28,CA,Referral,true
667,Jamie,Garcia,jamie.garcia2222@realemail.com,2022-12-25,CA,Referral,true
668,Elliot,Lopez,elliot.lopez6807@realemail.com,2023-11-04,CA,Organic Search,false
669,Taylor,Johnson,taylor.johnson1030@realemail.com,2024-02-29,US,Organic Search,false
670,Riley,Taylor,riley.taylor0166@realemail.com,2024-12-05,IN,Paid Social,true
671,Elliot,Williams,elliot.williams9400@realemail.com,2021-06-24,UK,Direct,false
672,Jordan,Jackson,jordan.jackson4168@realemail.com,2023-12-23,UK,Referral,true
673,Logan,Anderson,logan.anderson0648@realemail.com,2020-04-10,EU,Email,true
674,Riley,Thomas,riley.thomas2075@realemail.com,2020-02-23,AU,Referral,false
675,Taylor,Lopez,taylor.lopez3369@realemail.com,2021-12-03,CA,Direct,true
676,Avery,Williams,avery.williams1385@realemail.com,2023-07-18,AU,Influencer,true
677,Jordan,Thomas,jordan.thomas0763@realemail.com,2022-12-28,AU,Referral,true
678,Elliot,Rodriguez,elliot.rodriguez0277@realemail.com,2023-12-12,UK,Paid Social,true
679,Hayden,Martinez,hayden.martinez7702@realemail.com,2022-03-27,EU,Direct,true
680,Casey,Johnson,casey.johnson6212@realemail.com,2024-01-07,EU,Organic Search,true
681,Quinn,Lopez,quinn.lopez5466@realemail.com,2024-08-27,EU,Email,false
682,Drew,Davis,drew.davis6038@realemail.com,2020-02-03,AU,Influencer,true
683,Jamie,Davis,jamie.davis6305@realemail.com,2024-04-06,AU,Organic Search,false
684,Casey,Lopez,casey.lopez0729@realemail.com,2022-10-14,UK,Email,true
685,Drew,Taylor,drew.taylor6688@realemail.com,2021-04-09,EU,Paid Social,true
686,Sam,Gonzalez,sam.gonzalez5479@realemail.com,2024-10-09,IN,Referral,true
687,Hayden,Davis,hayden.davis1943@realemail.com,2020-09-21,CA,Influencer,false
688,Logan,Johnson,logan.johnson2561@realemail.com,2023-02-26,EU,Referral,true
689,Drew,Martin,drew.martin9655@realemail.com,2020-03-12,US,Organic Search,true
690,Riley,Jones,riley.jones7748@realemail.com,2022-02-13,EU,Paid Social,false
691,Casey,Jackson,casey.jackson4748@realemail.com,2023-06-21,UK,Email,false
692,Jordan,Gonzalez,jordan.gonzalez9338@realemail.com,2023-07-21,AU,Referral,true
693,Jamie,Lopez,jamie.lopez1045@realemail.com,2023-04-20,CA,Paid Social,true
694,Elliot,Anderson,elliot.anderson7708@realemail.com,2023-08-19,UK,Influencer,false
695,Sage,Garcia,sage.garcia0414@realemail.com,2022-06-07,US,Organic Search,true
696,Alex,Lopez,alex.lopez1380@realemail.com,2022-08-16,EU,Influencer,true
697,Sam,Wilson,sam.wilson5455@realemail.com,2022-03-20,US,Referral,true
698,Jamie,Garcia,jamie.garcia2101@realemail.com,2021-01-31,UK,Influencer,true
699,Morgan,Williams,morgan.williams4239@realemail.com,2022-09-26,AU,Organic Search,true
700,Hayden,Taylor,hayden.taylor0771@realemail.com,2020-02-20,IN,Email,true
701,Skyler,Jackson,skyler.jackson2586@realemail.com,2021-05-12,EU,Direct,false
702,Sage,Davis,sage.davis0350@realemail.com,2022-11-15,CA,Influencer,true
703,Kai,Miller,kai.miller4292@realemail.com,2021-03-17,IN,Email,true
704,Cameron,Wilson,cameron.wilson0344@realemail.com,2021-01-25,CA,Direct,true
705,Quinn,Jackson,quinn.jackson6123@realemail.com,2023-03-15,US,Organic Search,false
706,Hayden,Taylor,hayden.taylor4866@realemail.com,2021-07-13,AU,Direct,true
707,Logan,Taylor,logan.taylor2914@realemail.com,2022-12-15,IN,Paid Social,false
708,Rowan,Martin,rowan.martin8103@realemail.com,2021-10-30,EU,Organic Search,true
709,Casey,Taylor,casey.taylor9866@realemail.com,2020-10-15,EU,Organic Search,false
710,Riley,Davis,riley.davis6953@realemail.com,2022-04-14,EU,Referral,true
711,Kai,Miller,kai.miller6894@realemail.com,2023-10-25,IN,Referral,true
712,Jordan,Garcia,jordan.garcia2095@realemail.com,2024-10-13,EU,Influencer,true
713,Jamie,Taylor,jamie.taylor4192@realemail.com,2024-05-17,UK,Influencer,true
714,Avery,Anderson,avery.anderson0307@realemail.com,2020-10-23,UK,Influencer,true
715,Jamie,Jones,jamie.jones7008@realemail.com,2020-10-03,AU,Email,true
716,Sam,Taylor,sam.taylor4136@realemail.com,2020-04-06,AU,Paid Social,true
717,Cameron,Thomas,cameron.thomas5700@realemail.com,2022-02-01,UK,Email,true
718,Logan,Hernandez,logan.hernandez9596@realemail.com,2020-03-27,IN,Email,true
719,Elliot,Miller,elliot.miller4723@realemail.com,2020-03-04,AU,Paid Social,true
720,Kai,Anderson,kai.anderson9782@realemail.com,2020-02-22,US,Paid Social,true
721,Jordan,Martin,jordan.martin6549@realemail.com,2023-01-14,EU,Organic Search,true
722,Alex,Lopez,alex.lopez2188@realemail.com,2023-02-10,EU,Direct,true
723,Skyler,Martinez,skyler.martinez7682@realemail.com,2023-06-23,US,Referral,true
724,Cameron,Miller,cameron.miller9624@realemail.com,2020-07-14,IN,Influencer,true
725,Elliot,Davis,elliot.davis3254@realemail.com,2022-09-18,AU,Organic Search,true
726,Rowan,Williams,rowan.williams3498@realemail.com,2021-04-30,IN,Direct,true
727,Jesse,Brown,jesse.brown8122@realemail.com,2022-07-12,US,Email,true
728,Hayden,Rodriguez,hayden.rodriguez5145@realemail.com,2021-04-22,AU,Paid Social,true
729,Drew,Taylor,drew.taylor9774@realemail.com,2021-11-30,IN,Referral,true
730,Alex,Johnson,alex.johnson4239@realemail.com,2024-01-10,UK,Email,true
731,Taylor,Garcia,taylor.garcia7558@realemail.com,2021-10-17,IN,Paid Social,false
732,Alex,Lopez,alex.lopez6882@realemail.com,2024-09-19,US,Influencer,true
733,Jesse,Thomas,jesse.thomas5744@realemail.com,2021-02-13,IN,Referral,true
734,Sage,Lopez,sage.lopez3843@realemail.com,2024-12-22,CA,Email,true
735,Jesse,Brown,jesse.brown7840@realemail.com,2024-06-22,AU,Paid Social,true
736,Casey,Rodriguez,casey.rodriguez9378@realemail.com,2022-12-17,CA,Email,true
737,Jesse,Gonzalez,jesse.gonzalez7050@realemail.com,2023-06-28,US,Paid Social,true
738,Drew,Davis,drew.davis8836@realemail.com,2023-03-26,EU,Direct,true
739,Quinn,Garcia,quinn.garcia6334@realemail.com,2022-02-06,EU,Influencer,true
740,Sam,Johnson,sam.johnson8285@realemail.com,2020-02-14,US,Referral,true
741,Casey,Rodriguez,casey.rodriguez4619@realemail.com,2020-01-25,UK,Organic Search,false
742,Morgan,Taylor,morgan.taylor6614@realemail.com,2024-10-10,UK,Paid Social,true
743,Sam,Jackson,sam.jackson3745@realemail.com,2023-05-01,UK,Email,true
744,Jesse,Lopez,jesse.lopez8120@realemail.com,2020-09-18,IN,Direct,true
745,Rowan,Smith,rowan.smith7825@realemail.com,2022-03-17,AU,Paid Social,false
746,Rowan,Martin,rowan.martin2464@realemail.com,2021-10-26,IN,Referral,true
747,Cameron,Hernandez,cameron.hernandez7229@realemail.com,2021-11-11,AU,Referral,false
748,Casey,Gonzalez,casey.gonzalez5108@realemail.com,2021-07-16,IN,Email,true
749,Jesse,Anderson,jesse.anderson0916@realemail.com,2020-04-08,UK,Email,false
750,Quinn,Thomas,quinn.thomas9995@realemail.com,2023-04-04,EU,Email,false
751,Cameron,Johnson,cameron.johnson8101@realemail.com,2021-07-27,AU,Paid Social,true
752,Morgan,Garcia,morgan.garcia8569@realemail.com,2024-06-30,UK,Email,true
753,Cameron,Williams,cameron.williams7781@realemail.com,2021-11-07,IN,Direct,true
754,Jamie,Miller,jamie.miller8380@realemail.com,2020-10-28,AU,Organic Search,true
755,Riley,Brown,riley.brown8816@realemail.com,2021-03-23,EU,Influencer,true
756,Riley,Martin,riley.martin5686@realemail.com,2020-10-02,AU,Organic Search,false
757,Jamie,Hernandez,jamie.hernandez7360@realemail.com,2020-04-24,CA,Direct,true
758,Drew,Williams,drew.williams4987@realemail.com,2021-10-10,US,Email,true
759,Jesse,Thomas,jesse.thomas3724@realemail.com,2020-07-25,US,Influencer,true
760,Sage,Jones,sage.jones6473@realemail.com,2020-02-15,IN,Referral,true
761,Quinn,Gonzalez,quinn.gonzalez0808@realemail.com,2022-08-09,US,Organic Search,false
762,Avery,Williams,avery.williams4147@realemail.com,2022-02-28,US,Organic Search,true
763,Casey,Hernandez,casey.hernandez6783@realemail.com,2022-12-13,UK,Email,false
764,Alex,Hernandez,alex.hernandez8315@realemail.com,2023-12-18,AU,Paid Social,false
765,Drew,Jones,drew.jones9864@realemail.com,2022-01-22,IN,Organic Search,true
766,Taylor,Brown,taylor.brown7081@realemail.com,2022-03-30,UK,Paid Social,true
767,Morgan,Taylor,morgan.taylor0863@realemail.com,2020-11-07,AU,Influencer,true
768,Rowan,Lopez,rowan.lopez9808@realemail.com,2021-02-12,AU,Direct,true
769,Morgan,Rodriguez,morgan.rodriguez6056@realemail.com,2023-07-19,US,Influencer,false
770,Skyler,Johnson,skyler.johnson7577@realemail.com,2024-02-25,US,Influencer,true
771,Rowan,Jones,rowan.jones8795@realemail.com,2021-05-15,AU,Organic Search,true
772,Sam,Brown,sam.brown8185@realemail.com,2022-11-10,AU,Email,true
773,Rowan,Anderson,rowan.anderson7703@realemail.com,2020-08-02,EU,Direct,true
774,Cameron,Martin,cameron.martin3116@realemail.com,2024-12-14,AU,Organic Search,true
775,Kai,Thomas,kai.thomas3760@realemail.com,2024-12-04,UK,Email,true
776,Jordan,Thomas,jordan.thomas7584@realemail.com,2024-02-01,AU,Influencer,true
777,Jamie,Rodriguez,jamie.rodriguez8292@realemail.com,2023-06-19,UK,Referral,true
778,Sam,Jones,sam.jones8719@realemail.com,2023-03-20,AU,Direct,false
779,Riley,Gonzalez,riley.gonzalez1966@realemail.com,2022-02-28,IN,Influencer,true
780,Cameron,Rodriguez,cameron.rodriguez9037@realemail.com,2023-09-27,CA,Direct,false
781,Jesse,Taylor,jesse.taylor1108@realemail.com,2022-07-13,IN,Direct,true
782,Cameron,Thomas,cameron.thomas8397@realemail.com,2020-05-06,CA,Email,true
783,Rowan,Williams,rowan.williams3249@realemail.com,2021-03-23,AU,Direct,true
784,Morgan,Smith,morgan.smith9429@realemail.com,2024-04-20,US,Paid Social,false
785,Skyler,Martinez,skyler.martinez6420@realemail.com,2022-05-01,CA,Direct,true
786,Elliot,Miller,elliot.miller8172@realemail.com,2022-01-11,US,Email,true
787,Hayden,Jackson,hayden.jackson2014@realemail.com,2023-11-22,IN,Referral,true
788,Sage,Lopez,sage.lopez8255@realemail.com,2023-10-25,EU,Referral,true
789,Elliot,Jackson,elliot.jackson7087@realemail.com,2020-01-08,US,Influencer,true
790,Avery,Smith,avery.smith4729@realemail.com,2022-11-29,AU,Email,true
791,Skyler,Smith,skyler.smith6189@realemail.com,2024-07-16,UK,Organic Search,false
792,Quinn,Johnson,quinn.johnson2036@realemail.com,2023-06-25,UK,Paid Social,true
793,Rowan,Hernandez,rowan.hernandez2457@realemail.com,2022-01-18,UK,Paid Social,true
794,Drew,Moore,drew.moore4289@realemail.com,2024-09-21,AU,Email,true
795,Cameron,Thomas,cameron.thomas7462@realemail.com,2024-01-29,IN,Paid Social,false
796,Jordan,Hernandez,jordan.hernandez4409@realemail.com,2020-08-05,UK,Referral,true
797,Alex,Thomas,alex.thomas7602@realemail.com,2023-05-10,CA,Email,true
798,Sage,Rodriguez,sage.rodriguez9162@realemail.com,2021-06-19,IN,Referral,true
799,Taylor,Lopez,taylor.lopez8835@realemail.com,2021-08-13,IN,Email,true
800,Kai,Taylor,kai.taylor6641@realemail.com,2020-11-13,CA,Email,true
801,Sage,Wilson,sage.wilson5439@realemail.com,2021-06-20,CA,Organic Search,true
802,Avery,Martin,avery.martin3451@realemail.com,2021-04-12,US,Direct,true
803,Hayden,Jackson,hayden.jackson8173@realemail.com,2023-07-22,EU,Email,false
804,Cameron,Martin,cameron.martin7999@realemail.com,2024-05-26,US,Organic Search,true
805,Skyler,Anderson,skyler.anderson6831@realemail.com,2024-02-26,US,Organic Search,false
806,Riley,Moore,riley.moore7028@realemail.com,2024-08-03,EU,Paid Social,false
807,Avery,Martin,avery.martin9815@realemail.com,2022-11-18,IN,Email,true
808,Kai,Martin,kai.martin5133@realemail.com,2024-05-07,CA,Email,true
809,Riley,Hernandez,riley.hernandez9742@realemail.com,2023-07-04,CA,Influencer,true
810,Elliot,Davis,elliot.davis0921@realemail.com,2022-02-17,US,Email,false
811,Kai,Williams,kai.williams2121@realemail.com,2023-03-20,UK,Email,true
812,Morgan,Rodriguez,morgan.rodriguez0580@realemail.com,2022-10-04,IN,Organic Search,false
813,Cameron,Taylor,cameron.taylor4414@realemail.com,2021-10-26,UK,Direct,true
814,Jesse,Taylor,jesse.taylor1832@realemail.com,2023-05-19,CA,Organic Search,true
815,Rowan,Gonzalez,rowan.gonzalez4162@realemail.com,2020-09-15,CA,Referral,false
816,Taylor,Rodriguez,taylor.rodriguez2892@realemail.com,2023-08-30,IN,Email,true
817,Skyler,Martin,skyler.martin8490@realemail.com,2023-01-08,IN,Organic Search,false
818,Logan,Jackson,logan.jackson5813@realemail.com,2021-01-01,IN,Referral,true
819,Morgan,Jackson,morgan.jackson3093@realemail.com,2020-09-30,IN,Referral,true
820,Logan,Rodriguez,logan.rodriguez0700@realemail.com,2022-07-11,CA,Referral,true
821,Elliot,Williams,elliot.williams8528@realemail.com,2022-04-06,AU,Organic Search,false
822,Rowan,Brown,rowan.brown2942@realemail.com,2021-04-03,CA,Direct,true
823,Jordan,Gonzalez,jordan.gonzalez0564@realemail.com,2020-02-13,US,Influencer,true
824,Logan,Jones,logan.jones1295@realemail.com,2023-11-12,UK,Influencer,true
825,Hayden,Thomas,hayden.thomas7000@realemail.com,2023-12-19,UK,Direct,false
826,Jordan,Martinez,jordan.martinez3637@realemail.com,2020-01-28,IN,Referral,true
827,Skyler,Gonzalez,skyler.gonzalez8087@realemail.com,2024-04-27,AU,Influencer,true
828,Alex,Smith,alex.smith0013@realemail.com,2022-06-10,US,Paid Social,true
829,Taylor,Brown,taylor.brown8045@realemail.com,2021-08-11,EU,Direct,true
830,Avery,Moore,avery.moore4728@realemail.com,2024-12-14,AU,Organic Search,true
831,Elliot,Garcia,elliot.garcia2846@realemail.com,2023-06-18,US,Email,true
832,Kai,Martin,kai.martin2750@realemail.com,2021-12-08,AU,Direct,true
833,Hayden,Smith,hayden.smith9500@realemail.com,2021-02-07,IN,Influencer,true
834,Taylor,Rodriguez,taylor.rodriguez3493@realemail.com,2021-04-05,IN,Paid Social,true
835,Sam,Smith,sam.smith0084@realemail.com,2022-05-25,UK,Referral,true
836,Sage,Rodriguez,sage.rodriguez2946@realemail.com,2022-07-20,UK,Referral,true
837,Cameron,Hernandez,cameron.hernandez1178@realemail.com,2023-06-19,UK,Referral,true
838,Kai,Jones,kai.jones1004@realemail.com,2021-02-06,EU,Influencer,true
839,Avery,Hernandez,avery.hernandez5391@realemail.com,2024-04-11,IN,Direct,true
840,Drew,Williams,drew.williams9490@realemail.com,2023-08-10,IN,Paid Social,true
841,Jamie,Moore,jamie.moore1085@realemail.com,2024-10-10,AU,Direct,true
842,Avery,Davis,avery.davis9657@realemail.com,2023-03-01,UK,Referral,false
843,Riley,Martin,riley.martin9359@realemail.com,2020-07-21,IN,Paid Social,false
844,Morgan,Jackson,morgan.jackson5472@realemail.com,2023-10-10,UK,Influencer,true
845,Logan,Smith,logan.smith1775@realemail.com,2021-04-06,EU,Paid Social,true
846,Casey,Gonzalez,casey.gonzalez1445@realemail.com,2023-04-06,EU,Influencer,true
847,Alex,Gonzalez,alex.gonzalez5314@realemail.com,2020-10-25,AU,Referral,true
848,Quinn,Johnson,quinn.johnson2140@realemail.com,2020-12-26,EU,Influencer,false
849,Hayden,Hernandez,hayden.hernandez6818@realemail.com,2022-01-13,UK,Paid Social,true
850,Cameron,Williams,cameron.williams9877@realemail.com,2023-07-22,CA,Organic Search,false
851,Casey,Anderson,casey.anderson9042@realemail.com,2020-09-16,US,Direct,true
852,Cameron,Jackson,cameron.jackson0334@realemail.com,2021-01-29,IN,Influencer,true
853,Quinn,Martinez,quinn.martinez3786@realemail.com,2022-01-02,AU,Organic Search,true
854,Logan,Williams,logan.williams1092@realemail.com,2024-01-20,UK,Referral,true
855,Logan,Hernandez,logan.hernandez0954@realemail.com,2024-03-21,EU,Organic Search,false
856,Skyler,Rodriguez,skyler.rodriguez8756@realemail.com,2020-07-15,IN,Email,true
857,Jordan,Thomas,jordan.thomas8924@realemail.com,2023-11-14,CA,Direct,true
858,Elliot,Williams,elliot.williams0715@realemail.com,2020-11-29,UK,Referral,true
859,Jordan,Hernandez,jordan.hernandez0463@realemail.com,2022-09-23,CA,Direct,true
860,Sam,Lopez,sam.lopez3634@realemail.com,2023-01-22,CA,Influencer,true
861,Quinn,Miller,quinn.miller6188@realemail.com,2024-06-04,EU,Organic Search,true
862,Kai,Smith,kai.smith8741@realemail.com,2023-07-05,CA,Organic Search,true
863,Morgan,Jones,morgan.jones3053@realemail.com,2020-04-14,AU,Email,true
864,Jamie,Smith,jamie.smith2309@realemail.com,2021-11-21,EU,Referral,false
865,Jesse,Williams,jesse.williams6048@realemail.com,2024-07-14,IN,Influencer,true
866,Jesse,Johnson,jesse.johnson9339@realemail.com,2022-10-25,AU,Referral,true
867,Logan,Anderson,logan.anderson4767@realemail.com,2024-06-25,AU,Organic Search,true
868,Casey,Miller,casey.miller0392@realemail.com,2024-08-29,UK,Referral,true
869,Taylor,Martinez,taylor.martinez8065@realemail.com,2022-02-07,US,Direct,true
870,Logan,Hernandez,logan.hernandez3010@realemail.com,2021-09-06,AU,Paid Social,true
871,Jesse,Brown,jesse.brown9939@realemail.com,2024-03-21,CA,Paid Social,true
872,Rowan,Miller,rowan.miller3341@realemail.com,2020-11-12,US,Direct,false
873,Drew,Wilson,drew.wilson5416@realemail.com,2021-12-10,UK,Email,true
874,Sam,Thomas,sam.thomas2613@realemail.com,2022-07-17,UK,Referral,true
875,Casey,Miller,casey.miller2365@realemail.com,2023-03-04,EU,Email,false
876,Logan,Garcia,logan.garcia1635@realemail.com,2021-01-05,UK,Organic Search,false
877,Jesse,Hernandez,jesse.hernandez8935@realemail.com,2024-05-30,US,Email,true
878,Alex,Jackson,alex.jackson0809@realemail.com,2023-07-18,UK,Influencer,true
879,Taylor,Gonzalez,taylor.gonzalez5252@realemail.com,2021-10-29,IN,Organic Search,true
880,Taylor,Miller,taylor.miller6087@realemail.com,2024-07-06,IN,Paid Social,true
881,Jamie,Smith,jamie.smith5930@realemail.com,2022-07-05,IN,Influencer,false
882,Logan,Lopez,logan.lopez8696@realemail.com,2024-06-13,CA,Email,true
883,Jordan,Williams,jordan.williams9355@realemail.com,2023-07-17,US,Organic Search,false
884,Cameron,Jackson,cameron.jackson8633@realemail.com,2021-05-30,AU,Paid Social,true
885,Riley,Taylor,riley.taylor3596@realemail.com,2021-09-28,EU,Paid Social,true
886,Rowan,Taylor,rowan.taylor7894@realemail.com,2020-03-02,AU,Influencer,true
887,Quinn,Rodriguez,quinn.rodriguez5711@realemail.com,2023-08-19,AU,Referral,true
888,Drew,Rodriguez,drew.rodriguez2051@realemail.com,2023-11-14,UK,Direct,true
889,Jamie,Moore,jamie.moore0049@realemail.com,2023-09-11,IN,Direct,false
890,Skyler,Martin,skyler.martin6389@realemail.com,2024-10-31,US,Paid Social,true
891,Sage,Lopez,sage.lopez3479@realemail.com,2023-07-06,US,Referral,true
892,Casey,Lopez,casey.lopez7666@realemail.com,2022-04-06,IN,Email,true
893,Jamie,Brown,jamie.brown5864@realemail.com,2023-03-04,UK,Influencer,true
894,Alex,Thomas,alex.thomas5385@realemail.com,2021-02-06,IN,Email,true
895,Jesse,Williams,jesse.williams2574@realemail.com,2020-10-30,AU,Organic Search,true
896,Rowan,Martinez,rowan.martinez9029@realemail.com,2021-09-13,US,Paid Social,true
897,Quinn,Taylor,quinn.taylor1497@realemail.com,2021-07-14,CA,Direct,false
898,Jesse,Jones,jesse.jones4886@realemail.com,2023-05-23,EU,Paid Social,true
899,Sam,Lopez,sam.lopez0698@realemail.com,2023-03-19,IN,Paid Social,true
900,Kai,Rodriguez,kai.rodriguez0933@realemail.com,2021-10-17,US,Referral,false
901,Morgan,Williams,morgan.williams2909@realemail.com,2024-07-08,EU,Organic Search,true
902,Drew,Williams,drew.williams3950@realemail.com,2021-05-10,CA,Referral,false
903,Rowan,Taylor,rowan.taylor0403@realemail.com,2021-04-02,CA,Email,true
904,Riley,Lopez,riley.lopez2685@realemail.com,2022-01-10,AU,Paid Social,true
905,Kai,Anderson,kai.anderson4581@realemail.com,2021-04-26,IN,Organic Search,true
906,Morgan,Garcia,morgan.garcia2057@realemail.com,2023-04-12,UK,Direct,true
907,Quinn,Davis,quinn.davis5786@realemail.com,2021-11-08,UK,Influencer,true
908,Cameron,Martinez,cameron.martinez6520@realemail.com,2020-08-25,AU,Referral,true
909,Jamie,Smith,jamie.smith2060@realemail.com,2020-02-12,AU,Organic Search,true
910,Jordan,Gonzalez,jordan.gonzalez4526@realemail.com,2023-09-26,US,Email,true
911,Skyler,Garcia,skyler.garcia7139@realemail.com,2024-01-15,US,Organic Search,true
912,Avery,Jones,avery.jones2016@realemail.com,2020-01-22,IN,Influencer,true
913,Hayden,Martin,hayden.martin4244@realemail.com,2020-06-29,US,Organic Search,true
914,Morgan,Moore,morgan.moore7981@realemail.com,2022-01-14,IN,Direct,true
915,Rowan,Hernandez,rowan.hernandez8829@realemail.com,2020-12-12,CA,Direct,false
916,Casey,Wilson,casey.wilson9331@realemail.com,2023-12-17,EU,Influencer,true
917,Hayden,Jones,hayden.jones2881@realemail.com,2021-01-22,IN,Influencer,true
918,Quinn,Lopez,quinn.lopez0597@realemail.com,2021-04-18,US,Referral,true
919,Hayden,Lopez,hayden.lopez0711@realemail.com,2024-07-26,IN,Referral,true
920,Riley,Gonzalez,riley.gonzalez9940@realemail.com,2023-08-10,UK,Referral,false
921,Riley,Jones,riley.jones4026@realemail.com,2022-05-29,EU,Direct,true
922,Quinn,Jackson,quinn.jackson1285@realemail.com,2020-01-13,UK,Influencer,false
923,Avery,Johnson,avery.johnson7044@realemail.com,2021-08-04,IN,Influencer,true
924,Riley,Williams,riley.williams8613@realemail.com,2022-02-19,EU,Direct,true
925,Sage,Hernandez,sage.hernandez0380@realemail.com,2020-06-11,AU,Paid Social,true
926,Hayden,Gonzalez,hayden.gonzalez0621@realemail.com,2020-05-27,US,Referral,true
927,Hayden,Moore,hayden.moore2778@realemail.com,2021-04-30,CA,Email,false
928,Cameron,Thomas,cameron.thomas2304@realemail.com,2023-07-11,AU,Paid Social,true
929,Alex,Thomas,alex.thomas3273@realemail.com,2024-07-06,EU,Direct,true
930,Alex,Wilson,alex.wilson0047@realemail.com,2020-04-20,IN,Referral,true
931,Skyler,Martinez,skyler.martinez7473@realemail.com,2021-11-08,EU,Direct,true
932,Morgan,Moore,morgan.moore5489@realemail.com,2023-09-29,AU,Referral,true
933,Logan,Miller,logan.miller7229@realemail.com,2023-02-02,EU,Influencer,false
934,Jamie,Rodriguez,jamie.rodriguez1146@realemail.com,2023-08-03,UK,Referral,true
935,Taylor,Miller,taylor.miller4027@realemail.com,2023-03-13,CA,Email,true
936,Quinn,Gonzalez,quinn.gonzalez4101@realemail.com,2021-10-08,CA,Referral,false
937,Riley,Gonzalez,riley.gonzalez2051@realemail.com,2024-08-15,US,Influencer,true
938,Alex,Garcia,alex.garcia4304@realemail.com,2022-10-12,AU,Organic Search,true
939,Quinn,Lopez,quinn.lopez4601@realemail.com,2023-01-14,AU,Influencer,false
940,Avery,Thomas,avery.thomas3096@realemail.com,2024-07-08,EU,Email,true
941,Elliot,Garcia,elliot.garcia5405@realemail.com,2023-10-04,CA,Paid Social,true
942,Morgan,Davis,morgan.davis3846@realemail.com,2022-03-13,UK,Email,true
943,Sam,Thomas,sam.thomas0128@realemail.com,2023-12-23,US,Email,true
944,Elliot,Lopez,elliot.lopez2501@realemail.com,2021-01-13,US,Direct,true
945,Taylor,Anderson,taylor.anderson8608@realemail.com,2023-11-09,IN,Email,true
946,Avery,Martin,avery.martin9025@realemail.com,2024-07-21,AU,Organic Search,true
947,Morgan,Miller,morgan.miller3912@realemail.com,2024-01-18,IN,Organic Search,true
948,Elliot,Taylor,elliot.taylor0059@realemail.com,2024-08-22,EU,Influencer,true
949,Avery,Moore,avery.moore2133@realemail.com,2024-05-11,UK,Referral,true
950,Rowan,Miller,rowan.miller3931@realemail.com,2024-10-24,IN,Referral,true
951,Morgan,Johnson,morgan.johnson0984@realemail.com,2022-11-06,AU,Organic Search,true
952,Sage,Davis,sage.davis3543@realemail.com,2025-01-01,CA,Referral,true
953,Casey,Hernandez,casey.hernandez0459@realemail.com,2021-10-23,US,Organic Search,true
954,Kai,Miller,kai.miller6353@realemail.com,2021-02-10,CA,Referral,false
955,Skyler,Jackson,skyler.jackson6670@realemail.com,2024-05-07,EU,Email,true
956,Skyler,Jackson,skyler.jackson0160@realemail.com,2024-04-01,CA,Email,true
957,Casey,Wilson,casey.wilson8891@realemail.com,2024-03-31,IN,Influencer,true
958,Cameron,Johnson,cameron.johnson0481@realemail.com,2024-12-03,CA,Organic Search,true
959,Drew,Jackson,drew.jackson7343@realemail.com,2024-01-12,UK,Influencer,false
960,Avery,Jones,avery.jones5238@realemail.com,2020-10-19,IN,Paid Social,false
961,Elliot,Martin,elliot.martin9516@realemail.com,2021-09-24,UK,Organic Search,true
962,Sam,Martinez,sam.martinez7482@realemail.com,2021-03-13,CA,Organic Search,true
963,Morgan,Davis,morgan.davis5703@realemail.com,2021-06-12,UK,Direct,true
